item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
001875,Emergency_Oxygen_Mask,30.7,13.6,26.1,5.45,55,N/A,3382,Medical_Bay
001876,Radiation_Shield,44.4,18.4,28.9,11.81,54,N/A,2303,Engineering_Bay
001877,Laptop,10.6,44.0,20.2,4.71,97,N/A,4763,Command_Center
001878,Tool_Kit,11.5,26.6,28.5,5.4,52,N/A,27,Maintenance_Bay
001879,Circuit_Board,44.9,22.8,49.8,25.49,53,N/A,991,Storage_Bay
001880,Microgravity_Lab_Kit,15.8,29.0,22.3,9.1,40,N/A,92,Crew_Quarters
001881,Oxygen_Cylinder,16.1,16.3,82.5,35.0,6,N/A,424,Medical_Bay
001882,First_Aid_Kit,21.3,27.2,29.2,5.1,75,N/A,65,Crew_Quarters
001883,LED_Work_Light,16.1,39.2,43.1,13.6,74,N/A,3614,Maintenance_Bay
001884,Tool_Kit,12.1,26.5,27.0,2.0,46,N/A,2,Maintenance_Bay
001885,Circuit_Board,37.0,15.5,26.0,7.46,57,N/A,4227,Engineering_Bay
001886,Helmet_Visor,30.4,15.2,17.8,4.11,64,N/A,4078,Crew_Quarters
001887,EV_Suit_Battery,14.0,41.4,17.4,5.04,12,N/A,950,Storage_Bay
001888,Oxygen_Cylinder,16.4,16.0,62.3,43.3,42,N/A,1259,Medical_Bay
001889,Pressure_Regulator,28.7,23.2,22.0,7.32,62,N/A,273,Engineering_Bay
001890,Water_Bottle,23.3,27.9,47.6,15.47,60,N/A,4488,Crew_Quarters
001891,First_Aid_Kit,20.5,21.1,15.7,2.3,88,N/A,29,Crew_Quarters
001892,Water_Bottle,11.0,41.2,27.0,6.12,80,N/A,5000,Crew_Quarters
001893,Food_Packet,10.7,29.0,21.5,9.6,54,2026-07-24,46,Crew_Quarters
001894,Emergency_Oxygen_Mask,35.9,36.2,39.7,25.8,96,N/A,502,Medical_Bay
001895,Seed_Packets,16.8,11.3,28.5,7.9,82,N/A,14,Lab
001896,Waste_Management_Kit,16.1,17.7,25.5,2.0,40,N/A,10,Engineering_Bay
001897,Communication_Device,24.1,21.4,41.8,10.78,5,N/A,545,Crew_Quarters
001898,Radiation_Shield,41.7,42.7,35.8,31.87,39,N/A,2098,Storage_Bay
001899,First_Aid_Kit,17.3,21.2,19.9,5.0,28,N/A,53,Crew_Quarters
001900,Laptop,24.0,40.8,22.5,11.02,66,N/A,631,Crew_Quarters
001901,First_Aid_Kit,24.1,14.0,23.7,4.4,12,N/A,34,Medical_Bay
001902,Seed_Packets,12.9,27.7,26.8,5.7,90,N/A,80,Greenhouse
001903,Thruster_Fuel,45.7,17.5,21.7,8.68,86,N/A,744,Engine_Bay
001904,Helmet_Visor,23.0,14.7,37.8,6.39,18,N/A,2371,Storage_Bay
001905,Solar_Panel,94.1,77.1,3.1,13.1,7,N/A,2117,External_Storage
001906,First_Aid_Kit,12.1,23.8,17.8,1.4,100,N/A,1,Medical_Bay
001907,Water_Purification_Unit,17.0,24.3,20.7,4.28,56,N/A,3519,Crew_Quarters
001908,Scientific_Sensor,17.5,27.5,10.5,2.53,62,N/A,3427,Lab
001909,Handheld_Spectrometer,30.1,39.2,20.2,11.92,48,N/A,718,Lab
001910,Gyroscope_Module,30.0,47.9,37.3,26.8,61,N/A,1644,Cockpit
001911,Space_Suit,38.8,36.7,26.2,18.65,55,N/A,1429,Airlock
001912,Helmet_Visor,29.6,19.0,22.4,6.3,32,N/A,2763,Crew_Quarters
001913,CO2_Scrubber,49.6,44.3,28.9,31.75,73,N/A,497,Engineering_Bay
001914,Helmet_Visor,42.1,47.4,32.3,32.23,66,N/A,1603,Crew_Quarters
001915,Laptop,12.1,27.3,47.8,7.89,85,N/A,2374,Crew_Quarters
001916,Navigation_Module,28.5,21.4,28.5,8.69,39,N/A,3093,Command_Center
001917,Cooling_System,34.4,15.5,24.7,6.59,84,N/A,2142,Engineering_Bay
001918,Thruster_Fuel,23.6,41.1,34.1,16.54,79,N/A,3899,Storage_Bay
001919,Battery_Pack,31.3,12.9,43.9,8.86,70,N/A,914,External_Storage
001920,Food_Packet,14.2,10.1,19.0,4.3,63,2025-06-23,23,Storage_Bay
001921,Radiation_Shield,39.7,21.6,29.6,12.69,15,N/A,1175,Engineering_Bay
001922,Seed_Packets,15.4,22.3,15.3,1.6,12,N/A,11,Greenhouse
001923,LED_Work_Light,43.7,13.1,27.6,7.9,55,N/A,4969,Maintenance_Bay
001924,Tether_Reel,13.5,43.5,48.2,14.15,100,N/A,1264,External_Storage
001925,CO2_Scrubber,38.9,48.7,22.4,21.22,83,N/A,622,Engineering_Bay
001926,Waste_Management_Kit,13.8,17.0,26.5,6.7,52,N/A,22,Sanitation_Bay
001927,Food_Packet,13.1,27.4,23.4,7.6,90,2026-03-28,91,Storage_Bay
001928,3D_Printer,41.0,21.9,41.0,18.41,38,N/A,1637,Engineering_Bay
001929,Pressure_Regulator,22.9,33.0,37.0,13.98,46,N/A,4389,Airlock
001930,Tether_Reel,19.1,33.5,29.7,9.5,93,N/A,4183,External_Storage
001931,Handheld_Spectrometer,14.5,46.5,20.3,6.84,21,N/A,3883,Lab
001932,Food_Packet,16.3,23.5,14.7,7.7,24,2025-06-20,64,Crew_Quarters
001933,Space_Suit,33.5,13.2,44.5,9.84,10,N/A,4196,Airlock
001934,Oxygen_Cylinder,27.0,22.9,56.3,37.9,76,N/A,2402,Airlock
001935,Microgravity_Lab_Kit,16.6,19.0,28.9,5.0,3,N/A,1,Lab
001936,Gyroscope_Module,43.1,36.4,43.8,34.36,45,N/A,2565,Cockpit
001937,Water_Bottle,14.1,17.5,13.3,1.64,12,N/A,838,Crew_Quarters
001938,Space_Suit,44.5,27.2,49.6,30.02,12,N/A,2964,Airlock
001939,Tether_Reel,47.4,24.2,14.2,8.14,92,N/A,1029,External_Storage
001940,LED_Work_Light,22.9,18.4,42.4,8.93,97,N/A,1146,Engineering_Bay
001941,Emergency_Oxygen_Mask,11.8,36.1,42.8,9.12,6,N/A,2375,Crew_Quarters
001942,Vacuum_Sealed_Tools,11.7,19.5,18.2,2.08,24,N/A,3813,Storage_Bay
001943,Pressure_Regulator,10.7,40.7,47.1,10.26,65,N/A,3623,Airlock
001944,Communication_Device,43.3,33.7,24.9,18.17,49,N/A,3113,Crew_Quarters
001945,Emergency_Beacon,26.7,16.3,48.8,10.62,25,N/A,866,Command_Center
001946,Cooling_System,31.1,36.2,32.3,18.18,60,N/A,3020,Power_Bay
001947,Helmet_Visor,45.6,44.8,14.1,14.4,76,N/A,2751,Storage_Bay
001948,LED_Work_Light,24.9,16.2,38.6,7.79,78,N/A,4617,Engineering_Bay
001949,Medical_Scanner,47.5,31.9,47.7,36.14,5,2025-06-12,92,Lab
001950,Protein_Bars,10.4,39.8,47.8,9.89,47,N/A,600,Crew_Quarters
001951,Lab_Microscope,39.5,13.4,41.0,10.85,79,N/A,1133,Lab
001952,Lab_Microscope,36.7,33.9,45.3,28.18,70,N/A,1925,Medical_Bay
001953,Vacuum_Sealed_Tools,44.6,32.2,48.7,34.97,25,N/A,242,Maintenance_Bay
001954,Vacuum_Sealed_Tools,36.1,40.5,29.7,21.71,86,N/A,3828,Maintenance_Bay
001955,Tether_Reel,32.0,35.1,20.9,11.74,50,N/A,3622,External_Storage
001956,First_Aid_Kit,23.1,17.6,28.7,7.6,43,N/A,22,Medical_Bay
001957,Gyroscope_Module,24.4,14.5,37.9,6.7,76,N/A,2536,Engineering_Bay
001958,Oxygen_Cylinder,23.2,29.5,48.0,17.9,59,N/A,1353,Medical_Bay
001959,Thruster_Fuel,37.4,26.3,40.2,19.77,8,N/A,3890,Storage_Bay
001960,Tool_Kit,25.3,20.5,22.8,7.4,88,N/A,64,Maintenance_Bay
001961,Water_Purification_Unit,31.5,32.9,42.5,22.02,94,N/A,1868,Life_Support
001962,Gyroscope_Module,49.4,25.2,41.3,25.71,93,N/A,677,Cockpit
001963,Space_Suit,26.5,26.4,28.1,9.83,56,N/A,4487,Storage_Bay
001964,3D_Printer,18.5,41.4,17.7,6.78,30,N/A,1758,Lab
001965,Fire_Extinguisher,45.6,40.2,28.8,26.4,89,N/A,4319,Crew_Quarters
001966,Fire_Extinguisher,46.2,24.6,15.3,8.69,7,N/A,4658,Crew_Quarters
001967,Communication_Device,32.1,31.0,47.1,23.43,84,N/A,4185,Command_Center
001968,Laptop,43.9,16.4,18.0,6.48,78,N/A,32,Crew_Quarters
001969,3D_Printer,41.0,19.3,28.5,11.28,32,N/A,1808,Lab
001970,First_Aid_Kit,19.2,24.3,24.3,2.3,10,N/A,99,Medical_Bay
001971,Water_Bottle,38.1,27.8,38.1,20.18,12,N/A,4518,Crew_Quarters
001972,Laptop,16.6,27.5,35.3,8.06,36,N/A,3615,Command_Center
001973,Radiation_Shield,39.1,14.3,18.9,5.28,43,N/A,2365,Storage_Bay
001974,Battery_Pack,39.6,47.3,10.1,9.46,30,N/A,235,Power_Bay
001975,Radiation_Shield,35.1,26.1,36.4,16.67,66,N/A,4440,Engineering_Bay
001976,Helmet_Visor,36.6,41.5,21.2,16.1,80,N/A,3175,Crew_Quarters
001977,Water_Bottle,37.5,10.4,29.2,5.69,17,N/A,3664,Crew_Quarters
001978,Asteroid_Sample_Container,15.0,19.6,23.9,4.3,74,N/A,1687,Lab
001979,Waste_Management_Kit,22.1,23.7,27.2,6.8,49,N/A,88,Engineering_Bay
001980,Water_Bottle,16.5,24.7,31.9,6.5,22,N/A,2176,Storage_Bay
001981,Fire_Extinguisher,17.3,26.7,49.5,11.43,72,N/A,1375,Engineering_Bay
001982,Emergency_Beacon,11.2,13.4,35.4,2.66,32,N/A,4040,Cockpit
001983,Oxygen_Cylinder,27.7,25.7,43.7,22.5,55,N/A,3188,Medical_Bay
001984,CO2_Scrubber,15.7,28.6,15.2,3.41,19,N/A,785,Engineering_Bay
001985,Navigation_Module,22.7,25.7,34.9,10.18,60,N/A,3830,Cockpit
001986,Antibiotic_Supply,38.2,42.2,36.1,29.1,93,2025-09-04,1260,Lab
001987,Oxygen_Cylinder,25.0,25.3,98.2,32.6,63,N/A,2295,Airlock
001988,Cooling_System,26.9,25.6,39.0,13.43,85,N/A,4666,Power_Bay
001989,Gyroscope_Module,10.8,29.3,45.0,7.12,95,N/A,4082,Engineering_Bay
001990,Antibiotic_Supply,28.4,16.8,36.1,8.61,10,2026-09-10,3424,Medical_Bay
001991,Oxygen_Cylinder,21.2,23.3,50.8,22.3,86,N/A,1782,Crew_Quarters
001992,Protein_Bars,47.2,44.5,19.9,20.9,10,N/A,3120,Storage_Bay
001993,Solar_Panel,40.0,70.4,4.0,11.2,94,N/A,4850,Power_Bay
001994,Microgravity_Lab_Kit,21.0,10.2,18.1,5.6,77,N/A,3,Crew_Quarters
001995,Radiation_Shield,46.0,34.2,40.8,32.09,16,N/A,806,Storage_Bay
001996,Water_Bottle,38.1,18.6,34.3,12.15,97,N/A,2312,Storage_Bay
001997,Water_Purification_Unit,48.2,49.5,47.6,56.78,92,N/A,4555,Life_Support
001998,Thruster_Fuel,25.4,25.1,39.8,12.69,8,N/A,2585,Engine_Bay
001999,Emergency_Oxygen_Mask,49.1,27.9,43.5,29.8,95,N/A,4721,Crew_Quarters
002000,Research_Samples,22.0,13.3,22.3,2.5,56,N/A,4972,Lab
